video_id,block,animal,date,time,day_num,trial,trial_type,PlatformQuadrant,StartLocation,Comments,Distance moved Center-point Total cm,Velocity Center-point Mean cm/s,Distance to point Arena (Center) / Center-point Mean cm,Distance to point Arena (Center) / Center-point Total cm,Distance to point SE Platform (Center) / Center-point Mean cm,Distance to point SE Platform (Center) / Center-point Total cm,Distance to point NW Platform (Center) / Center-point Mean cm,Distance to point NW Platform (Center) / Center-point Total cm,Distance to point NE Platform (Center) / Center-point Mean cm,Distance to point NE Platform (Center) / Center-point Total cm,Distance to point SW Platform (Center) / Center-point Mean cm,Distance to point SW Platform (Center) / Center-point Total cm,In zone Arena / Center-point Frequency,In zone Arena / Center-point Cumulative Duration s,In zone Arena / Center-point Latency to First s,In zone Arena / Center-point Cumulative Duration %,In zone NW Quad / Center-point Frequency,In zone NW Quad / Center-point Cumulative Duration s,In zone NW Quad / Center-point Latency to First s,In zone NW Quad / Center-point Cumulative Duration %,In zone NE Quad / Center-point Frequency,In zone NE Quad / Center-point Cumulative Duration s,In zone NE Quad / Center-point Latency to First s,In zone NE Quad / Center-point Cumulative Duration %,In zone SE Quad / Center-point Frequency,In zone SE Quad / Center-point Cumulative Duration s,In zone SE Quad / Center-point Latency to First s,In zone SE Quad / Center-point Cumulative Duration %,In zone SW Quad / Center-point Frequency,In zone SW Quad / Center-point Cumulative Duration s,In zone SW Quad / Center-point Latency to First s,In zone SW Quad / Center-point Cumulative Duration %,In zone SW Annulus / Center-point Frequency,In zone SW Annulus / Center-point Cumulative Duration s,In zone SW Annulus / Center-point Latency to First s,In zone SW Annulus / Center-point Cumulative Duration %,In zone SE Annulus / Center-point Frequency,In zone SE Annulus / Center-point Cumulative Duration s,In zone SE Annulus / Center-point Latency to First s,In zone SE Annulus / Center-point Cumulative Duration %,In zone NE Annulus / Center-point Frequency,In zone NE Annulus / Center-point Cumulative Duration s,In zone NE Annulus / Center-point Latency to First s,In zone NE Annulus / Center-point Cumulative Duration %,In zone NW Annulus / Center-point Frequency,In zone NW Annulus / Center-point Cumulative Duration s,In zone NW Annulus / Center-point Latency to First s,In zone NW Annulus / Center-point Cumulative Duration %,EscapeLatency(s),DistanceMoved(cm),Velocity(cm/s),TotalSearchError(cm*s),MeanSearchError(cm),ProbeWeight,MeanSearchError*ProbeWeight,TimeInQuad(%),TimeInOppoQuad(%),TimeInPrevQuad(%),SLI,rat_source,dob,date_received,sex,AgeMon,strain,genotype,DailyAgeMos,age_mo,group
,Block4,RWM22.31,,,Day08,Trial4,Train,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.21,153.65,11.72,1714.53,12.99,,,,,,,NIA,,,M,,,,,18,
,Block4,RWM22.31,,,Day08,Trial5,Train,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.71,107.95,11.23,2589.6,26.7,,,,,,,NIA,,,M,,,,,18,
,Block6,RWM22.31,,,Day09,Trial1,Cue,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.61,88.82,16.13,2370.14,42.32,,,,,,,NIA,,,M,,,,,18,
,Block6,RWM22.31,,,Day09,Trial2,Cue,,SW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.01,174.74,19.61,8002.13,88.91,,,,,,,NIA,,,M,,,,,18,
,Block6,RWM22.31,,,Day09,Trial3,Cue,,NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,117.77,31.8,1442.09,37.95,,,,,,,NIA,,,M,,,,,18,
,Block6,RWM22.31,,,Day09,Trial4,Cue,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,132.09,29.99,3562.58,79.17,,,,,,,NIA,,,M,,,,,18,
,Block6,RWM22.31,,,Day09,Trial5,Cue,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.71,188.96,21.95,6138.92,70.56,,,,,,,NIA,,,M,,,,,18,
,Block6,RWM22.31,,,Day09,Trial6,Cue,,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.11,161.06,32.18,3465.06,67.94,,,,,,,NIA,,,M,,,,,18,
,Block1,RWM22.32,,,Day01,Trial1,Train,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.19,1631.43,18.11,85519.73,94.92,,,,,,,NIA,,,M,,,,,18,
,Block1,RWM22.32,,,Day01,Trial2,Train,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.19,2013.54,22.35,64133,71.18,,,,,,,NIA,,,M,,,,,18,
,Block1,RWM22.32,,,Day01,Trial3,Train,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.19,1369.32,15.23,71291.49,79.21,,,,,,,NIA,,,M,,,,,18,
,Block1,RWM22.32,,,Day02,Trial6,Probe,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.13,615.08,20.48,16070.65,53.39,,,,,,,NIA,,,M,,,,,18,
,Block1,RWM22.32,,,Day02,Trial4,Train,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.19,1813.71,20.13,50194,55.71,,,,,,,NIA,,,M,,,,,18,
,Block1,RWM22.32,,,Day02,Trial5,Train,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.16,1077.48,18.88,32872.12,57.57,,,,,,,NIA,,,M,,,,,18,
,Block2,RWM22.32,,,Day03,Trial1,Train,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.68,983.7,12.68,64892.59,83.62,,,,,,,NIA,,,M,,,,,18,
,Block2,RWM22.32,,,Day03,Trial2,Train,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.76,1464.28,22.64,42663.35,65.94,,,,,,,NIA,,,M,,,,,18,
,Block2,RWM22.32,,,Day03,Trial3,Train,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.21,160.7,13.27,2833.88,23.23,,,,,,,NIA,,,M,,,,,18,
,Block2,RWM22.32,,,Day04,Trial6,Probe,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.13,531.8,17.71,12701.21,42.2,,,,,,,NIA,,,M,,,,,18,
,Block2,RWM22.32,,,Day04,Trial4,Train,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.62,388.12,16.5,15630.88,66.23,,,,,,,NIA,,,M,,,,,18,
,Block2,RWM22.32,,,Day04,Trial5,Train,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.21,141.27,15.51,3608.53,39.22,,,,,,,NIA,,,M,,,,,18,
,Block3,RWM22.32,,,Day05,Trial1,Train,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.91,284.83,19.23,3948.15,26.5,,,,,,,NIA,,,M,,,,,18,
,Block3,RWM22.32,,,Day05,Trial2,Train,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.91,133.71,17.13,2383.61,30.17,,,,,,,NIA,,,M,,,,,18,
,Block3,RWM22.32,,,Day05,Trial3,Train,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.81,146.23,18.97,2469.96,31.67,,,,,,,NIA,,,M,,,,,18,
,Block3,RWM22.32,,,Day06,Trial6,Probe,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.13,671.08,22.35,16086.14,53.44,,,,,,,NIA,,,M,,,,,18,
,Block3,RWM22.32,,,Day06,Trial4,Train,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.24,638.42,16.74,12743.95,33.36,,,,,,,NIA,,,M,,,,,18,
,Block3,RWM22.32,,,Day06,Trial5,Train,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.11,61.47,10.24,793.95,13.02,,,,,,,NIA,,,M,,,,,18,
,Block4,RWM22.32,,,Day07,Trial1,Train,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.73,560.29,20.28,14721.09,53.14,,,,,,,NIA,,,M,,,,,18,
,Block4,RWM22.32,,,Day07,Trial2,Train,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.82,281.51,14.28,6652.92,33.6,,,,,,,NIA,,,M,,,,,18,
,Block4,RWM22.32,,,Day07,Trial3,Train,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.01,133.17,14.95,2972.38,33.03,,,,,,,NIA,,,M,,,,,18,
,Block4,RWM22.32,,,Day08,Trial6,Probe,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.13,663.78,22.1,14249.4,47.34,,,,,,,NIA,,,M,,,,,18,
,Block4,RWM22.32,,,Day08,Trial4,Train,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,55.28,11.75,348.51,7.26,,,,,,,NIA,,,M,,,,,18,
,Block4,RWM22.32,,,Day08,Trial5,Train,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.02,210.3,12.43,6099.26,35.88,,,,,,,NIA,,,M,,,,,18,
,Block6,RWM22.32,,,Day09,Trial1,Cue,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.51,111.31,20.59,3729.74,67.81,,,,,,,NIA,,,M,,,,,18,
,Block6,RWM22.32,,,Day09,Trial2,Cue,,SW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.51,174.61,20.77,7078.45,83.28,,,,,,,NIA,,,M,,,,,18,
,Block6,RWM22.32,,,Day09,Trial3,Cue,,NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.81,192.41,28.69,3675.68,54.05,,,,,,,NIA,,,M,,,,,18,
,Block6,RWM22.32,,,Day09,Trial4,Cue,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,145.7,31.64,3971.4,84.5,,,,,,,NIA,,,M,,,,,18,
,Block6,RWM22.32,,,Day09,Trial5,Cue,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.71,159.39,24.13,4429.43,66.11,,,,,,,NIA,,,M,,,,,18,
,Block6,RWM22.32,,,Day09,Trial6,Cue,,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.21,183.93,30.12,4666.5,75.27,,,,,,,NIA,,,M,,,,,18,
,Block1,RWM22.33,,,Day01,Trial1,Train,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.14,741.48,18.52,29430.33,73.39,,,,,,,NIA,,,M,,,,,24,
,Block1,RWM22.33,,,Day01,Trial2,Train,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.44,537.39,13.06,23294.15,56.4,,,,,,,NIA,,,M,,,,,24,
,Block1,RWM22.33,,,Day01,Trial3,Train,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.19,1451.89,16.12,74471.65,82.65,,,,,,,NIA,,,M,,,,,24,
,Block1,RWM22.33,,,Day02,Trial6,Probe,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.13,563.3,18.88,19822.95,66.08,,,,,,,NIA,,,M,,,,,24,
,Block1,RWM22.33,,,Day02,Trial4,Train,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.65,1048.97,22.06,31217.85,65.58,,,,,,,NIA,,,M,,,,,24,
,Block1,RWM22.33,,,Day02,Trial5,Train,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.19,1843.45,20.46,69983.76,77.67,,,,,,,NIA,,,M,,,,,24,
,Block2,RWM22.33,,,Day03,Trial1,Train,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.34,782.27,20.46,23779.48,62.09,,,,,,,NIA,,,M,,,,,24,
,Block2,RWM22.33,,,Day03,Trial2,Train,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.71,235.93,17.33,3586.82,26.18,,,,,,,NIA,,,M,,,,,24,
,Block2,RWM22.33,,,Day03,Trial3,Train,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.51,225.07,16.78,4736.16,35.08,,,,,,,NIA,,,M,,,,,24,
,Block2,RWM22.33,,,Day04,Trial6,Probe,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.13,484.62,16.14,17854.1,59.32,,,,,,,NIA,,,M,,,,,24,
,Block2,RWM22.33,,,Day04,Trial4,Train,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.22,341.33,19.94,9575.87,55.67,,,,,,,NIA,,,M,,,,,24,
,Block2,RWM22.33,,,Day04,Trial5,Train,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.47,1289,18.06,41897,58.68,,,,,,,NIA,,,M,,,,,24,
,Block3,RWM22.33,,,Day05,Trial1,Train,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.43,385.83,11.93,11778.35,36.35,,,,,,,NIA,,,M,,,,,24,
,Block3,RWM22.33,,,Day05,Trial2,Train,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.91,158.06,14.62,5658.92,51.92,,,,,,,NIA,,,M,,,,,24,
,Block3,RWM22.33,,,Day05,Trial3,Train,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.31,166.93,16.35,5230.45,50.78,,,,,,,NIA,,,M,,,,,24,
,Block3,RWM22.33,,,Day06,Trial6,Probe,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.13,567.07,18.88,10664.97,35.43,,,,,,,NIA,,,M,,,,,24,
,Block3,RWM22.33,,,Day06,Trial4,Train,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.45,926.7,17.37,26000.34,48.69,,,,,,,NIA,,,M,,,,,24,
,Block3,RWM22.33,,,Day06,Trial5,Train,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.52,333.33,16.32,6149.39,30,,,,,,,NIA,,,M,,,,,24,
,Block4,RWM22.33,,,Day07,Trial1,Train,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.11,113.22,16.16,1970.75,27.76,,,,,,,NIA,,,M,,,,,24,
,Block4,RWM22.33,,,Day07,Trial2,Train,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.12,254.99,13.41,4684.24,24.52,,,,,,,NIA,,,M,,,,,24,
,Block4,RWM22.33,,,Day07,Trial3,Train,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.11,216.99,15.48,6055.88,42.95,,,,,,,NIA,,,M,,,,,24,
,Block4,RWM22.33,,,Day08,Trial6,Probe,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.13,488.1,16.25,6896.01,22.91,,,,,,,NIA,,,M,,,,,24,
,Block4,RWM22.33,,,Day08,Trial4,Train,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.11,146.47,18.29,1412.7,17.44,,,,,,,NIA,,,M,,,,,24,
,Block4,RWM22.33,,,Day08,Trial5,Train,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.41,59,11.12,445.22,8.24,,,,,,,NIA,,,M,,,,,24,
,Block6,RWM22.33,,,Day09,Trial1,Cue,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.31,146.95,17.9,4402.45,53.04,,,,,,,NIA,,,M,,,,,24,
,Block6,RWM22.33,,,Day09,Trial2,Cue,,SW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.31,135.71,26.07,3463.57,65.35,,,,,,,NIA,,,M,,,,,24,
,Block6,RWM22.33,,,Day09,Trial3,Cue,,NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,93.1,30,1659.42,51.86,,,,,,,NIA,,,M,,,,,24,
,Block6,RWM22.33,,,Day09,Trial4,Cue,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.22,361.64,22.44,14680.85,90.62,,,,,,,NIA,,,M,,,,,24,
,Block6,RWM22.33,,,Day09,Trial5,Cue,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.71,159.68,20.99,4180.07,54.29,,,,,,,NIA,,,M,,,,,24,
,Block6,RWM22.33,,,Day09,Trial6,Cue,,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.01,229.47,23.16,5835.3,58.35,,,,,,,NIA,,,M,,,,,24,
,Block1,RWM22.34,,,Day01,Trial1,Train,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.35,1038.66,19.5,43833.76,82.24,,,,,,,NIA,,,M,,,,,24,
,Block1,RWM22.34,,,Day01,Trial2,Train,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.19,1777.45,19.97,74207.73,83.19,,,,,,,NIA,,,M,,,,,24,
,Block1,RWM22.34,,,Day01,Trial3,Train,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.48,1739.68,20.76,64700.39,77.12,,,,,,,NIA,,,M,,,,,24,
,Block1,RWM22.34,,,Day02,Trial6,Probe,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.13,669.51,22.29,21977.42,73.01,,,,,,,NIA,,,M,,,,,24,
,Block1,RWM22.34,,,Day02,Trial4,Train,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.19,1801.39,20,52552.87,58.33,,,,,,,NIA,,,M,,,,,24,
,Block1,RWM22.34,,,Day02,Trial5,Train,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.67,1627.07,22.42,39410.63,54.28,,,,,,,NIA,,,M,,,,,24,
,Block2,RWM22.34,,,Day03,Trial1,Train,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.19,1660.41,18.43,64723.67,71.84,,,,,,,NIA,,,M,,,,,24,
,Block2,RWM22.34,,,Day03,Trial2,Train,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.19,1769.1,19.64,65845.08,73.08,,,,,,,NIA,,,M,,,,,24,
,Block2,RWM22.34,,,Day03,Trial3,Train,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.52,255.29,12.5,6333.77,30.9,,,,,,,NIA,,,M,,,,,24,
,Block2,RWM22.34,,,Day04,Trial6,Probe,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.13,603.96,20.11,21546.42,71.58,,,,,,,NIA,,,M,,,,,24,
,Block2,RWM22.34,,,Day04,Trial4,Train,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.43,452.53,14.92,9129.39,30.03,,,,,,,NIA,,,M,,,,,24,
,Block2,RWM22.34,,,Day04,Trial5,Train,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.12,395.77,17.19,12524.66,54.22,,,,,,,NIA,,,M,,,,,24,
,Block3,RWM22.34,,,Day05,Trial1,Train,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.52,244.46,10.44,5231.58,22.26,,,,,,,NIA,,,M,,,,,24,
,Block3,RWM22.34,,,Day05,Trial2,Train,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.82,380.69,18.37,12029.6,57.83,,,,,,,NIA,,,M,,,,,24,
,Block3,RWM22.34,,,Day05,Trial3,Train,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.33,528.94,20.17,16623.83,63.21,,,,,,,NIA,,,M,,,,,24,
,Block3,RWM22.34,,,Day06,Trial6,Probe,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.13,565.58,18.83,16986.95,56.44,,,,,,,NIA,,,M,,,,,24,
,Block3,RWM22.34,,,Day06,Trial4,Train,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.53,403.69,12.07,11939.24,35.64,,,,,,,NIA,,,M,,,,,24,
,Block3,RWM22.34,,,Day06,Trial5,Train,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.61,67.05,10.3,931.19,14.11,,,,,,,NIA,,,M,,,,,24,
,Block4,RWM22.34,,,Day07,Trial1,Train,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.72,442.08,18.71,13274.29,56.01,,,,,,,NIA,,,M,,,,,24,
,Block4,RWM22.34,,,Day07,Trial2,Train,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.43,492.31,18.02,10420.89,38.03,,,,,,,NIA,,,M,,,,,24,
,Block4,RWM22.34,,,Day07,Trial3,Train,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.32,244.07,14.18,8748.51,50.57,,,,,,,NIA,,,M,,,,,24,
,Block4,RWM22.34,,,Day08,Trial6,Probe,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.13,678.66,22.6,19173.73,63.7,,,,,,,NIA,,,M,,,,,24,
,Block4,RWM22.34,,,Day08,Trial4,Train,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.33,380.77,14.52,7062.51,26.85,,,,,,,NIA,,,M,,,,,24,
,Block4,RWM22.34,,,Day08,Trial5,Train,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.42,363.77,17.9,7454.03,36.54,,,,,,,NIA,,,M,,,,,24,
,Block6,RWM22.34,,,Day09,Trial1,Cue,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.41,92.85,17.5,2593.26,48.02,,,,,,,NIA,,,M,,,,,24,
,Block6,RWM22.34,,,Day09,Trial2,Cue,,SW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.51,257.65,22.58,9276.27,80.66,,,,,,,NIA,,,M,,,,,24,
,Block6,RWM22.34,,,Day09,Trial3,Cue,,NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,146.95,30.58,2576.29,52.58,,,,,,,NIA,,,M,,,,,24,
,Block6,RWM22.34,,,Day09,Trial4,Cue,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,131.53,31.28,3445.59,80.13,,,,,,,NIA,,,M,,,,,24,
,Block6,RWM22.34,,,Day09,Trial5,Cue,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.41,221.89,26.71,4900.29,58.34,,,,,,,NIA,,,M,,,,,24,
,Block6,RWM22.34,,,Day09,Trial6,Cue,,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,149.57,32.48,2743.06,58.36,,,,,,,NIA,,,M,,,,,24,
,Block1,RWM22.35,,,Day01,Trial1,Train,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.19,1822.44,20.34,68695.41,76.58,,,,,,,NIA,,,M,,,,,24,
,Block1,RWM22.35,,,Day01,Trial2,Train,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.19,1752.02,19.49,44171.02,49.08,,,,,,,NIA,,,M,,,,,24,
,Block1,RWM22.35,,,Day01,Trial3,Train,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.19,1558.65,17.3,60630.71,67.29,,,,,,,NIA,,,M,,,,,24,
,Block1,RWM22.35,,,Day02,Trial6,Probe,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.13,594.02,19.78,14615.77,48.56,,,,,,,NIA,,,M,,,,,24,
,Block1,RWM22.35,,,Day02,Trial4,Train,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.38,1679.84,22.32,49934.24,66.31,,,,,,,NIA,,,M,,,,,24,
,Block1,RWM22.35,,,Day02,Trial5,Train,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.04,890.23,20.73,22217.09,51.67,,,,,,,NIA,,,M,,,,,24,
,Block2,RWM22.35,,,Day03,Trial1,Train,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.44,852.85,22.25,20547.09,53.51,,,,,,,NIA,,,M,,,,,24,
